# L=128 N=128  Task2 peak region: T=0.200~0.300 step 0.001 (new points only)
# therm=2000000  nmeas=100000000  nbin=200
# T  E/N  err_E/N  Cv/N  err_Cv/N  accept_rate  E_total  tau_int
0.201000  0.12217576  0.00004524  1.55947064  0.00353482  0.006102  15.6385  251.4
0.202000  0.12366352  0.00005257  1.56629983  0.00336001  0.006259  15.8289  244.0
0.203000  0.12525714  0.00004634  1.56813317  0.00329020  0.006433  16.0329  234.2
0.204000  0.12682478  0.00005158  1.57738478  0.00315494  0.006601  16.2336  232.0
0.205000  0.12848644  0.00004791  1.57995934  0.00329686  0.006784  16.4463  225.0
0.206000  0.13003792  0.00004737  1.57636515  0.00327815  0.006958  16.6449  216.0
0.207000  0.13159178  0.00005062  1.58859371  0.00330010  0.007137  16.8437  210.4
0.208000  0.13317111  0.00004628  1.58858493  0.00322619  0.007320  17.0459  207.0
0.209000  0.13471128  0.00004432  1.58923598  0.00319948  0.007497  17.2430  199.3
0.210000  0.13632812  0.00005361  1.59104828  0.00304449  0.007691  17.4500  199.4
0.211000  0.13795143  0.00004622  1.59534423  0.00309969  0.007886  17.6578  188.7
0.212000  0.13953155  0.00004484  1.59720800  0.00319335  0.008078  17.8600  183.4
0.213000  0.14107961  0.00004528  1.59929258  0.00276805  0.008271  18.0582  179.3
0.214000  0.14267616  0.00004619  1.59948886  0.00300668  0.008470  18.2625  173.8
0.215000  0.14425908  0.00004677  1.59772351  0.00275189  0.008671  18.4652  170.5
0.216000  0.14576416  0.00004432  1.60836698  0.00291885  0.008871  18.6578  164.4
0.217000  0.14746960  0.00004582  1.60254416  0.00294437  0.009090  18.8761  159.0
0.218000  0.14913457  0.00004355  1.60724002  0.00285154  0.009308  19.0892  155.6
0.219000  0.15065510  0.00004030  1.61085807  0.00272119  0.009513  19.2839  154.3
0.220000  0.15233312  0.00004467  1.60814986  0.00294931  0.009741  19.4986  149.3
0.221000  0.15392712  0.00004582  1.60801432  0.00268403  0.009959  19.7027  143.8
0.222000  0.15552730  0.00004273  1.61603421  0.00278077  0.010185  19.9075  142.0
0.223000  0.15720584  0.00004342  1.61802924  0.00280303  0.010422  20.1223  139.8
0.224000  0.15879367  0.00004427  1.61650426  0.00262948  0.010650  20.3256  136.7
0.226000  0.16194445  0.00004217  1.61483429  0.00257449  0.011110  20.7289  127.9
0.227000  0.16360336  0.00003815  1.61966052  0.00239188  0.011356  20.9412  126.5
0.228000  0.16534834  0.00003508  1.60939750  0.00253503  0.011612  21.1646  123.5
0.229000  0.16684832  0.00003969  1.61956131  0.00239118  0.011845  21.3566  120.0
0.230000  0.16859392  0.00004005  1.62251687  0.00249037  0.012110  21.5800  117.5
0.231000  0.17009036  0.00003713  1.62063486  0.00242371  0.012349  21.7716  114.9
0.232000  0.17170801  0.00003953  1.61957236  0.00244846  0.012601  21.9786  112.9
0.233000  0.17338611  0.00003771  1.62399614  0.00261594  0.012868  22.1934  110.0
0.234000  0.17505451  0.00003710  1.62262892  0.00232173  0.013140  22.4070  106.0
0.235000  0.17659252  0.00003741  1.62179253  0.00232743  0.013389  22.6038  104.9
0.236000  0.17820281  0.00003853  1.62113571  0.00228965  0.013657  22.8100  103.1
0.237000  0.17987549  0.00003611  1.62589488  0.00245411  0.013934  23.0241  100.7
0.238000  0.18145590  0.00003681  1.61759938  0.00221987  0.014200  23.2264  97.1
0.239000  0.18307830  0.00003689  1.62366317  0.00233059  0.014480  23.4340  96.8
0.240000  0.18474738  0.00003678  1.61772650  0.00230740  0.014765  23.6477  93.5
0.241000  0.18637100  0.00003445  1.62374997  0.00210260  0.015051  23.8555  92.6
0.242000  0.18791820  0.00003607  1.62556034  0.00232891  0.015324  24.0535  90.9
0.243000  0.18956417  0.00003625  1.62259303  0.00210749  0.015618  24.2642  88.0
0.244000  0.19120528  0.00003748  1.62065502  0.00210457  0.015913  24.4743  86.8
0.245000  0.19285551  0.00003615  1.61867180  0.00214467  0.016213  24.6855  85.2
0.246000  0.19449336  0.00003580  1.61670823  0.00209638  0.016514  24.8951  82.8
0.247000  0.19606482  0.00003637  1.62153679  0.00198211  0.016811  25.0963  82.4
0.248000  0.19764956  0.00003631  1.61883365  0.00200406  0.017106  25.2991  79.9
0.249000  0.19928858  0.00003505  1.61866168  0.00188452  0.017419  25.5089  77.9
0.251000  0.20251595  0.00003619  1.61871048  0.00206113  0.018042  25.9220  75.7
0.252000  0.20417888  0.00003284  1.61494533  0.00190148  0.018365  26.1349  73.5
0.253000  0.20570691  0.00003367  1.61280159  0.00179271  0.018672  26.3305  72.0
0.254000  0.20737342  0.00003183  1.61209740  0.00176978  0.019002  26.5438  70.7
0.255000  0.20903693  0.00002877  1.61317946  0.00184021  0.019336  26.7567  68.9
0.256000  0.21060018  0.00003371  1.60911229  0.00186674  0.019656  26.9568  67.3
0.257000  0.21219161  0.00003198  1.61162401  0.00182532  0.019984  27.1605  66.9
0.258000  0.21382840  0.00003135  1.60783593  0.00183305  0.020319  27.3700  65.9
0.259000  0.21542158  0.00003208  1.60417109  0.00182397  0.020656  27.5740  63.7
0.260000  0.21701760  0.00003246  1.60612638  0.00184151  0.020994  27.7783  62.9
0.261000  0.21862592  0.00003244  1.60447475  0.00185073  0.021336  27.9841  62.5
0.262000  0.22024630  0.00002708  1.60465257  0.00173557  0.021684  28.1915  60.9
0.263000  0.22183137  0.00003159  1.60154809  0.00165304  0.022030  28.3944  60.2
0.264000  0.22339915  0.00003077  1.60204002  0.00173990  0.022374  28.5951  58.8
0.265000  0.22506385  0.00003349  1.59854356  0.00173852  0.022744  28.8082  57.4
0.266000  0.22663025  0.00003464  1.59442782  0.00166208  0.023092  29.0087  56.7
0.267000  0.22821126  0.00003016  1.59382800  0.00163818  0.023452  29.2110  55.5
0.268000  0.22980259  0.00003063  1.59415131  0.00186484  0.023809  29.4147  54.4
