# N=8 M=8  Queen lattice gas, canonical ensemble M=N
# Merged from: precise 30 pts (T=0.050~10.000); dense 185 pts (T=1.100~20.000); high-T 7 pts (T=25.0~400.0)
# Total: 222 temperature points (T=0.050~400.0)
# nmeas=1e8 sweeps, therm=2e6, nbin=200
# T  E/M  err_E/M  Cv/M  err_Cv/M  accept_rate  E_total  tau_int
4.400000  1.11740529  0.00003060  0.03091825  0.00000480  0.852330  8.9392  5.0
4.500000  1.12044724  0.00002991  0.02965580  0.00000424  0.855462  8.9636  5.0
4.600000  1.12338551  0.00003377  0.02847571  0.00000415  0.858467  8.9871  5.0
4.700000  1.12619422  0.00003300  0.02735664  0.00000396  0.861333  9.0096  5.0
4.800000  1.12878601  0.00003744  0.02630411  0.00000366  0.864094  9.0303  5.0
4.900000  1.13140570  0.00003118  0.02531348  0.00000329  0.866762  9.0512  5.0
5.000000  1.13392616  0.00003245  0.02436885  0.00000369  0.869326  9.0714  5.0
5.100000  1.13632770  0.00003216  0.02348881  0.00000363  0.871768  9.0906  5.0
5.200000  1.13865120  0.00003166  0.02264194  0.00000322  0.874137  9.1092  5.0
5.300000  1.14082861  0.00003178  0.02185022  0.00000322  0.876444  9.1266  5.0
5.400000  1.14297556  0.00002894  0.02109227  0.00000346  0.878634  9.1438  5.0
5.500000  1.14504404  0.00003159  0.02038096  0.00000296  0.880734  9.1604  5.0
5.600000  1.14702913  0.00002957  0.01970255  0.00000307  0.882794  9.1762  5.0
5.700000  1.14896826  0.00003278  0.01905281  0.00000256  0.884794  9.1917  5.0
5.800000  1.15085369  0.00003169  0.01843861  0.00000269  0.886686  9.2068  5.0
5.900000  1.15272142  0.00003260  0.01785125  0.00000267  0.888564  9.2218  5.0
6.000000  1.15441879  0.00003121  0.01729171  0.00000243  0.890376  9.2354  5.0
6.100000  1.15614021  0.00003509  0.01676129  0.00000251  0.892089  9.2491  5.0
6.200000  1.15780608  0.00003137  0.01625030  0.00000241  0.893773  9.2624  5.0
6.300000  1.15941318  0.00003227  0.01576539  0.00000226  0.895408  9.2753  5.0
6.400000  1.16092783  0.00003277  0.01530448  0.00000231  0.897012  9.2874  5.0
6.500000  1.16244371  0.00003079  0.01485590  0.00000233  0.898531  9.2995  5.0
6.600000  1.16391318  0.00003220  0.01443360  0.00000216  0.900031  9.3113  5.0
6.700000  1.16534207  0.00003061  0.01402517  0.00000219  0.901466  9.3227  5.0
6.800000  1.16676792  0.00003082  0.01363241  0.00000195  0.902868  9.3341  5.0
6.900000  1.16806970  0.00003404  0.01326041  0.00000192  0.904241  9.3446  5.0
7.000000  1.16937768  0.00003226  0.01289633  0.00000197  0.905576  9.3550  5.0
7.100000  1.17060364  0.00003508  0.01255703  0.00000189  0.906868  9.3648  5.0
7.200000  1.17186003  0.00003212  0.01222366  0.00000184  0.908127  9.3749  5.0
7.300000  1.17308434  0.00003203  0.01191143  0.00000158  0.909319  9.3847  5.0
7.400000  1.17428342  0.00003233  0.01159858  0.00000155  0.910534  9.3943  5.0
7.500000  1.17539144  0.00002937  0.01130385  0.00000168  0.911685  9.4031  5.0
7.600000  1.17658660  0.00003220  0.01102688  0.00000161  0.912835  9.4127  5.0
7.700000  1.17762458  0.00003383  0.01074876  0.00000163  0.913937  9.4210  5.0
7.800000  1.17863033  0.00003150  0.01048558  0.00000141  0.915035  9.4290  5.0
7.900000  1.17975634  0.00003371  0.01023512  0.00000149  0.916067  9.4381  5.0
8.000000  1.18080388  0.00002850  0.00999198  0.00000146  0.917085  9.4464  5.0
8.100000  1.18165184  0.00003042  0.00975263  0.00000143  0.918112  9.4532  5.0
8.200000  1.18269381  0.00003303  0.00952686  0.00000145  0.919057  9.4616  5.0
8.300000  1.18358083  0.00003112  0.00930740  0.00000126  0.920018  9.4686  5.0
8.400000  1.18456598  0.00003186  0.00909396  0.00000139  0.920955  9.4765  5.0
8.500000  1.18542217  0.00002890  0.00889406  0.00000135  0.921840  9.4834  5.0
8.600000  1.18629578  0.00003018  0.00869080  0.00000132  0.922728  9.4904  5.0
8.700000  1.18717099  0.00003216  0.00849946  0.00000122  0.923622  9.4974  5.0
8.800000  1.18801991  0.00003080  0.00831583  0.00000126  0.924473  9.5042  5.0
8.900000  1.18883349  0.00003358  0.00813675  0.00000112  0.925311  9.5107  5.0
9.000000  1.18962205  0.00003359  0.00796481  0.00000116  0.926115  9.5170  5.0
9.100000  1.19043163  0.00003149  0.00779454  0.00000105  0.926904  9.5235  5.0
9.200000  1.19118831  0.00003113  0.00763053  0.00000108  0.927687  9.5295  5.0
9.300000  1.19197540  0.00003297  0.00747470  0.00000104  0.928451  9.5358  5.0
9.400000  1.19271821  0.00003060  0.00732351  0.00000118  0.929182  9.5417  5.0
9.500000  1.19346335  0.00003199  0.00717437  0.00000106  0.929912  9.5477  5.0
9.600000  1.19417017  0.00002887  0.00703070  0.00000091  0.930646  9.5534  5.0
9.700000  1.19483345  0.00003316  0.00689075  0.00000096  0.931321  9.5587  5.0
9.800000  1.19549405  0.00003357  0.00675544  0.00000089  0.932038  9.5640  5.0
9.900000  1.19622963  0.00003180  0.00662460  0.00000094  0.932697  9.5698  5.0
10.000000  1.19683099  0.00003436  0.00649660  0.00000098  0.933344  9.5746  5.0
10.100000  1.19751856  0.00003300  0.00637146  0.00000090  0.934001  9.5801  5.0
10.200000  1.19811696  0.00003330  0.00625190  0.00000095  0.934656  9.5849  5.0
10.300000  1.19875347  0.00003138  0.00613504  0.00000083  0.935270  9.5900  5.0
10.400000  1.19932685  0.00003158  0.00602062  0.00000090  0.935867  9.5946  5.0
10.500000  1.19993911  0.00003448  0.00590961  0.00000088  0.936477  9.5995  5.0
10.600000  1.20050373  0.00003165  0.00580189  0.00000083  0.937059  9.6040  5.0
10.700000  1.20112049  0.00003264  0.00569793  0.00000086  0.937648  9.6090  5.0
10.800000  1.20165578  0.00003263  0.00559633  0.00000084  0.938233  9.6132  5.0
10.900000  1.20221638  0.00003192  0.00549644  0.00000086  0.938773  9.6177  5.0
11.000000  1.20280244  0.00003237  0.00539910  0.00000081  0.939307  9.6224  5.0
11.100000  1.20334423  0.00003370  0.00530717  0.00000079  0.939856  9.6268  5.0
11.200000  1.20376946  0.00003189  0.00521390  0.00000079  0.940394  9.6302  5.0
11.300000  1.20432275  0.00003161  0.00512358  0.00000077  0.940908  9.6346  5.0
11.400000  1.20482969  0.00003133  0.00503793  0.00000074  0.941409  9.6386  5.0
11.500000  1.20530855  0.00003205  0.00495240  0.00000064  0.941922  9.6425  5.0
11.600000  1.20586777  0.00003031  0.00486930  0.00000064  0.942400  9.6469  5.0
11.700000  1.20630386  0.00003083  0.00478994  0.00000064  0.942890  9.6504  5.0
11.800000  1.20683195  0.00003413  0.00471055  0.00000072  0.943352  9.6547  5.0
11.900000  1.20721694  0.00003088  0.00463271  0.00000072  0.943828  9.6577  5.0
12.000000  1.20772371  0.00003031  0.00455901  0.00000060  0.944301  9.6618  5.0
12.100000  1.20818733  0.00003133  0.00448581  0.00000065  0.944753  9.6655  5.0
12.200000  1.20865148  0.00002959  0.00441394  0.00000058  0.945198  9.6692  5.0
12.300000  1.20905890  0.00003155  0.00434495  0.00000064  0.945616  9.6725  5.0
12.400000  1.20949910  0.00003243  0.00427714  0.00000066  0.946060  9.6760  5.0
12.500000  1.20992340  0.00003214  0.00421035  0.00000066  0.946486  9.6794  5.0
12.600000  1.21035155  0.00003389  0.00414651  0.00000066  0.946916  9.6828  5.0
12.700000  1.21073477  0.00003250  0.00408215  0.00000059  0.947317  9.6859  5.0
12.800000  1.21114233  0.00002912  0.00402054  0.00000056  0.947729  9.6891  5.0
12.900000  1.21160190  0.00003196  0.00396061  0.00000059  0.948147  9.6928  5.0
13.000000  1.21193394  0.00003268  0.00390017  0.00000063  0.948526  9.6955  5.0
13.100000  1.21231893  0.00003192  0.00384307  0.00000063  0.948908  9.6986  5.0
13.200000  1.21277496  0.00003107  0.00378575  0.00000055  0.949277  9.7022  5.0
13.300000  1.21315500  0.00003191  0.00373067  0.00000052  0.949667  9.7052  5.0
13.400000  1.21348069  0.00003089  0.00367608  0.00000057  0.950034  9.7078  5.0
13.500000  1.21384377  0.00003071  0.00362358  0.00000052  0.950392  9.7108  5.0
13.600000  1.21421448  0.00003220  0.00357200  0.00000050  0.950762  9.7137  5.0
13.700000  1.21451117  0.00003344  0.00352072  0.00000049  0.951114  9.7161  5.0
13.800000  1.21485619  0.00003513  0.00347137  0.00000053  0.951470  9.7188  5.0
13.900000  1.21520964  0.00003047  0.00342189  0.00000048  0.951815  9.7217  5.0
14.000000  1.21558446  0.00003141  0.00337385  0.00000050  0.952152  9.7247  5.0
14.100000  1.21587621  0.00003174  0.00332867  0.00000049  0.952481  9.7270  5.0
14.200000  1.21624859  0.00003222  0.00328203  0.00000044  0.952824  9.7300  5.0
14.300000  1.21657535  0.00003195  0.00323763  0.00000054  0.953130  9.7326  5.0
14.400000  1.21689813  0.00003423  0.00319300  0.00000045  0.953453  9.7352  5.0
14.500000  1.21722636  0.00003194  0.00315077  0.00000046  0.953786  9.7378  5.0
14.600000  1.21753981  0.00003194  0.00310885  0.00000046  0.954098  9.7403  5.0
14.700000  1.21783730  0.00003230  0.00306771  0.00000043  0.954420  9.7427  5.0
14.800000  1.21813589  0.00003101  0.00302763  0.00000044  0.954699  9.7451  5.0
14.900000  1.21847959  0.00002915  0.00298693  0.00000044  0.955001  9.7478  5.0
15.000000  1.21871421  0.00003342  0.00294872  0.00000043  0.955303  9.7497  5.0
15.100000  1.21904674  0.00003066  0.00291160  0.00000041  0.955598  9.7524  5.0
15.200000  1.21929932  0.00003441  0.00287259  0.00000040  0.955876  9.7544  5.0
15.300000  1.21958661  0.00003211  0.00283657  0.00000040  0.956158  9.7567  5.0
15.400000  1.21988480  0.00003097  0.00280101  0.00000036  0.956453  9.7591  5.0
15.500000  1.22015121  0.00003397  0.00276518  0.00000039  0.956718  9.7612  5.0
15.600000  1.22043680  0.00002891  0.00273049  0.00000036  0.957009  9.7635  5.0
15.700000  1.22067865  0.00003331  0.00269648  0.00000037  0.957276  9.7654  5.0
15.800000  1.22099408  0.00003098  0.00266311  0.00000036  0.957540  9.7680  5.0
15.900000  1.22120924  0.00003057  0.00262981  0.00000037  0.957785  9.7697  5.0
16.000000  1.22155276  0.00003212  0.00259880  0.00000037  0.958073  9.7724  5.0
16.100000  1.22173904  0.00003315  0.00256649  0.00000041  0.958317  9.7739  5.0
16.200000  1.22201679  0.00003481  0.00253561  0.00000038  0.958580  9.7761  5.0
16.300000  1.22230986  0.00003086  0.00250583  0.00000036  0.958836  9.7785  5.0
16.400000  1.22248060  0.00003114  0.00247513  0.00000036  0.959087  9.7798  5.0
16.500000  1.22271876  0.00003198  0.00244664  0.00000034  0.959307  9.7818  5.0
16.600000  1.22306279  0.00003175  0.00241686  0.00000036  0.959562  9.7845  5.0
16.700000  1.22315860  0.00003175  0.00238884  0.00000037  0.959800  9.7853  5.0
16.800000  1.22347703  0.00003282  0.00236090  0.00000032  0.960040  9.7878  5.0
16.900000  1.22368824  0.00003155  0.00233362  0.00000037  0.960273  9.7895  5.0
17.000000  1.22391204  0.00003236  0.00230723  0.00000033  0.960502  9.7913  5.0
17.100000  1.22412181  0.00003058  0.00228081  0.00000033  0.960723  9.7930  5.0
17.200000  1.22438924  0.00003150  0.00225463  0.00000033  0.960954  9.7951  5.0
17.300000  1.22465872  0.00003321  0.00222910  0.00000031  0.961191  9.7973  5.0
17.400000  1.22483576  0.00003117  0.00220374  0.00000034  0.961393  9.7987  5.0
17.500000  1.22509022  0.00003167  0.00217907  0.00000032  0.961621  9.8007  5.0
17.600000  1.22524807  0.00003154  0.00215444  0.00000028  0.961841  9.8020  5.0
17.700000  1.22553637  0.00003460  0.00213113  0.00000030  0.962061  9.8043  5.0
17.800000  1.22564702  0.00003064  0.00210792  0.00000033  0.962254  9.8052  5.0
17.900000  1.22595077  0.00003320  0.00208508  0.00000030  0.962473  9.8076  5.0
18.000000  1.22616871  0.00003245  0.00206201  0.00000030  0.962681  9.8093  5.0
18.100000  1.22639317  0.00003301  0.00204042  0.00000027  0.962883  9.8111  5.0
18.200000  1.22656201  0.00003032  0.00201757  0.00000030  0.963084  9.8125  5.0
18.300000  1.22671973  0.00002972  0.00199594  0.00000026  0.963273  9.8138  5.0
18.400000  1.22691299  0.00003230  0.00197532  0.00000030  0.963476  9.8153  5.0
18.500000  1.22721768  0.00003317  0.00195388  0.00000028  0.963689  9.8177  5.0
18.600000  1.22731590  0.00003022  0.00193334  0.00000029  0.963877  9.8185  5.0
18.700000  1.22749155  0.00003350  0.00191290  0.00000028  0.964058  9.8199  5.0
18.800000  1.22768638  0.00003231  0.00189315  0.00000029  0.964256  9.8215  5.0
18.900000  1.22790385  0.00003009  0.00187363  0.00000026  0.964451  9.8232  5.0
19.000000  1.22812414  0.00003462  0.00185374  0.00000027  0.964622  9.8250  5.0
19.100000  1.22826686  0.00003142  0.00183511  0.00000024  0.964812  9.8261  5.0
19.200000  1.22846126  0.00003264  0.00181626  0.00000025  0.964993  9.8277  5.0
19.300000  1.22862946  0.00002939  0.00179750  0.00000025  0.965174  9.8290  5.0
19.400000  1.22878504  0.00003381  0.00177982  0.00000026  0.965333  9.8303  5.0
19.500000  1.22900141  0.00003201  0.00176184  0.00000025  0.965523  9.8320  5.0
19.600000  1.22921950  0.00003152  0.00174408  0.00000026  0.965692  9.8338  5.0
19.700000  1.22928322  0.00002851  0.00172679  0.00000025  0.965867  9.8343  5.0
19.800000  1.22952835  0.00003120  0.00170939  0.00000024  0.966047  9.8362  5.0
19.900000  1.22967244  0.00003223  0.00169294  0.00000023  0.966212  9.8374  5.0
20.000000  1.22988803  0.00003274  0.00167621  0.00000027  0.966371  9.8391  5.0
25.000000  1.23650978  0.00003149  0.00107930  0.00000016  0.973053  9.8921  5.0
40.000000  1.24675115  0.00003290  0.00042553  0.00000006  0.983124  9.9740  5.0
60.000000  1.25241294  0.00003390  0.00019015  0.00000003  0.988726  10.0193  5.0
80.000000  1.25530054  0.00003212  0.00010719  0.00000002  0.991540  10.0424  5.0
100.000000  1.25702268  0.00003206  0.00006873  0.00000001  0.993226  10.0562  5.0
200.000000  1.26039370  0.00002978  0.00001724  0.00000000  0.996610  10.0831  5.0
400.000000  1.26219432  0.00003135  0.00000432  0.00000000  0.998305  10.0976  5.0
